"PARENTOBJECTTYPE","PARENTID","CHILDID","CHILDOBJECTTYPE","CREATEDAT","UPDATEDAT"
"escooccupation","67068ead85654550e3851f34","67068ead85654550e3851e47","escooccupation","2024-10-09T14:09:53.888Z","2024-10-09T14:09:53.888Z"
"escooccupation","67068ead85654550e3851f2d","67068ead85654550e3851e48","escooccupation","2024-10-09T14:09:53.888Z","2024-10-09T14:09:53.888Z"
"escooccupation","67068eac85654550e3851a6a","67068ead85654550e3851e49","escooccupation","2024-10-09T14:09:53.888Z","2024-10-09T14:09:53.888Z"
"escooccupation","67068ead85654550e3852232","67068ead85654550e3851e4a","escooccupation","2024-10-09T14:09:53.888Z","2024-10-09T14:09:53.888Z"
"occupationgroup","67068e9c85654550e384df60","67068ead85654550e3851e4b","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"escooccupation","67068ead85654550e3852531","67068ead85654550e3851e4c","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"escooccupation","67068eac85654550e3851aab","67068ead85654550e3851e4d","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"escooccupation","67068eac85654550e3851a3c","67068ead85654550e3851e4e","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"occupationgroup","67068e9c85654550e384e02d","67068ead85654550e3851e4f","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"escooccupation","67068ead85654550e3852560","67068ead85654550e3851e50","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"occupationgroup","67068e9c85654550e384e11f","67068ead85654550e3851e51","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"escooccupation","67068ead85654550e3851e3c","67068ead85654550e3851e52","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"escooccupation","67068ead85654550e3852181","67068ead85654550e3851e53","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"occupationgroup","67068e9c85654550e384df9b","67068ead85654550e3851e54","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"occupationgroup","67068e9c85654550e384dfe4","67068ead85654550e3851e55","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"escooccupation","67068ead85654550e3851ebd","67068ead85654550e3851e56","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"occupationgroup","67068e9c85654550e384df91","67068ead85654550e3851e57","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"occupationgroup","67068e9c85654550e384df94","67068ead85654550e3851e58","escooccupation","2024-10-09T14:09:53.705Z","2024-10-09T14:09:53.705Z"
"occupationgroup","67068e9c85654550e384e0a9","67068ead85654550e3851e59","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e079","67068ead85654550e3851e5a","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"escooccupation","67068eac85654550e3851adb","67068ead85654550e3851e5b","escooccupation","2024-10-09T14:09:53.889Z","2024-10-09T14:09:53.889Z"
"escooccupation","67068ead85654550e38521b7","67068ead85654550e3851e5c","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"escooccupation","67068ead85654550e38521b7","67068ead85654550e3851e5d","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"occupationgroup","67068e9c85654550e384dfeb","67068ead85654550e3851e5e","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384dfaa","67068ead85654550e3851e5f","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384df32","67068ead85654550e3851e60","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e06d","67068ead85654550e3851e61","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e118","67068ead85654550e3851e62","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384df24","67068ead85654550e3851e63","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384dfc2","67068ead85654550e3851e64","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"escooccupation","67068ead85654550e385244a","67068ead85654550e3851e65","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"escooccupation","67068ead85654550e385231d","67068ead85654550e3851e66","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"occupationgroup","67068e9c85654550e384df77","67068ead85654550e3851e67","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384e0ee","67068ead85654550e3851e68","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"escooccupation","67068eac85654550e3851ae2","67068ead85654550e3851e69","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"occupationgroup","67068e9c85654550e384deff","67068ead85654550e3851e6a","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"occupationgroup","67068e9c85654550e384dfea","67068ead85654550e3851e6b","escooccupation","2024-10-09T14:09:53.706Z","2024-10-09T14:09:53.706Z"
"escooccupation","67068ead85654550e3851d90","67068ead85654550e3851e6c","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
"escooccupation","67068eac85654550e3851b56","67068ead85654550e3851e6d","escooccupation","2024-10-09T14:09:53.905Z","2024-10-09T14:09:53.905Z"
