"PARENTOBJECTTYPE","PARENTID","CHILDID","CHILDOBJECTTYPE","CREATEDAT","UPDATEDAT"
"skillgroup","67068e9e85654550e384e2c9","67068ea585654550e3850922","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skill","67068ea585654550e385049a","67068ea585654550e3850922","skill","2024-10-09T14:10:06.992Z","2024-10-09T14:10:06.992Z"
"skill","67068ea585654550e384fd65","67068ea585654550e3850922","skill","2024-10-09T14:10:06.992Z","2024-10-09T14:10:06.992Z"
"skillgroup","67068e9e85654550e384e2fc","67068ea585654550e3850923","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skillgroup","67068e9e85654550e384e3c7","67068ea585654550e3850924","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skillgroup","67068e9e85654550e384e34b","67068ea585654550e3850925","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skillgroup","67068e9e85654550e384e320","67068ea585654550e3850926","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skillgroup","67068e9e85654550e384e386","67068ea585654550e3850927","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skillgroup","67068e9e85654550e384e3b8","67068ea585654550e3850928","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
"skillgroup","67068e9e85654550e384e2ec","67068ea585654550e3850929","skill","2024-10-09T14:10:00.709Z","2024-10-09T14:10:00.709Z"
